No,Type,Title,Authors,Volume,DOI,Paper_Link
362,Method,Equip Pre-ranking with Target Attention by Residual Quantization,"Yutong Li, Yu Zhu, Yichen Qiao, Ziyu Guan, Lv Shao, Tong Liu, Bo Zheng",10.1145/3805712,10.1145/3805712.3809857,https://doi.org/10.1145/3805712.3809857
363,Method,ExODRec: An Explainable Framework for Outlier Detection Model Recommendation,"Saba Fathi Rabooki, Ziqi Xu, Elham Naghizade",10.1145/3805712,10.1145/3805712.3809858,https://doi.org/10.1145/3805712.3809858
364,Method,"Failing Forward: Understanding Query Failure in Retrieval, Judgment, and Generation","Seyed Mohammad Hosseini, Negar Arabzadeh, Mohammad Hossein Saliminabi, Dimitrios Androutsos, Morteza Zihayat, Ebrahim Bagheri",10.1145/3805712,10.1145/3805712.3809859,https://doi.org/10.1145/3805712.3809859
365,Method,"FAST-MEL: A Fast, Accurate, and Storage Efficient Solution for Multimodal Entity Linking","Thomas Derrien, Laurent Amsaleg, Pascale Sébillot",10.1145/3805712,10.1145/3805712.3809860,https://doi.org/10.1145/3805712.3809860
366,Method,FEDIN: Frequency-Enhanced Deep Interest Network for Click-Through Rate Prediction,"Zenan Dai, Jinpeng Wang, Junwei Pan, Dapeng Liu, Lei Xiao, Shu-Tao Xia",10.1145/3805712,10.1145/3805712.3809861,https://doi.org/10.1145/3805712.3809861
367,Method,Follow the TRACE: Exploiting Post-Click Trajectories for Online Delayed Conversion Rate Prediction,"Xinyue Zhang, Yuanhao Ding, Xiang Ao",10.1145/3805712,10.1145/3805712.3809862,https://doi.org/10.1145/3805712.3809862
368,Method,From Raw Features to Effective Embeddings: A Three-Stage Approach for Multimodal Recipe Recommendation,"Jeeho Shin, Kyungho Kim, Kijung Shin",10.1145/3805712,10.1145/3805712.3809863,https://doi.org/10.1145/3805712.3809863
369,Method,GraphSynthQA: Knowledge-Graph-Guided Query Synthesis and Step-Level Preference Optimization for Web Agents,"Chiwei Zhu, Mingxuan Du, Benfeng Xu, Shengzhuo Zhang, Xiaorui Wang, Zhendong Mao",10.1145/3805712,10.1145/3805712.3809865,https://doi.org/10.1145/3805712.3809865
370,Method,HE-DeepFM: An FHE Inference System for CTR Prediction with Efficient FM Interactions,"Qiyue Su, Hang Gu, Zhiguang Wang, Teng Wang, Zhendong Zheng, Qianyu Cheng, Lei Gong, Chao Wang",10.1145/3805712,10.1145/3805712.3809866,https://doi.org/10.1145/3805712.3809866
371,Method,"Humans, LLMs, and Measures Do Not Align in Attributed Information Retrieval","Lukas Gienapp, Jenny Lang, Martin Potthast, Harrisen Scells",10.1145/3805712,10.1145/3805712.3809867,https://doi.org/10.1145/3805712.3809867
372,Method,Individual Turing Test: A Case Study of LLM-based Simulation Using Longitudinal Personal Data,"Minghao Guo, Ziyi Ye, Wujiang Xu, Xi Zhu, Wenyue Hua, Dimitris N. Metaxas",10.1145/3805712,10.1145/3805712.3809868,https://doi.org/10.1145/3805712.3809868
373,Method,LACONIC: Dense-Level Effectiveness for Scalable Sparse Retrieval via a Two-Phase Training Curriculum,"Zhichao Xu, Shengyao Zhuang, Crystina Zhang, Xueguang Ma, Yijun Tian, Maitrey Mehta, Jimmy Lin, Vivek Srikumar",10.1145/3805712,10.1145/3805712.3809869,https://doi.org/10.1145/3805712.3809869
374,Method,Learning Evidence of Depression Symptoms via Prompt Induction,"Eliseo Bao, Anxo Perez, David Otero, Javier Parapar",10.1145/3805712,10.1145/3805712.3809873,https://doi.org/10.1145/3805712.3809873
375,Method,Rank-R1: Enhancing Reasoning in LLM-based Document Rerankers via Reinforcement Learning,"Shengyao Zhuang, Xueguang Ma, Zheng Yao, Shuai Wang, Bevan Koopman, Jimmy Lin, Guido Zuccon",10.1145/3805712,10.1145/3805712.3809961,https://doi.org/10.1145/3805712.3809961
376,Method,RankEvolve: Automating the Discovery of Retrieval Algorithms via LLM-Driven Evolution,"Jinming Nian, Fangchen Li, Dae Hoon Park, Yi Fang",10.1145/3805712,10.1145/3805712.3809962,https://doi.org/10.1145/3805712.3809962
377,Method,Reformulating Post-Training as Matrix Factorization for Joint Embedding Refinement,"YeoJun Choi, Yoon-Sik Cho",10.1145/3805712,10.1145/3805712.3809963,https://doi.org/10.1145/3805712.3809963
378,Method,Reinforcing User Interest Evolution in Multi-Scenario Learning for recommender systems,"Zhijian Feng, Wenhao Zheng, Xuanji Xiao",10.1145/3805712,10.1145/3805712.3809964,https://doi.org/10.1145/3805712.3809964
379,Method,Retrieval-Augmented Contrastive Learning for Dynamic Graph Anomaly Detection,"Kamal Berahmand, Saman Forouzandeh, Mehrnoush Mohammadi, Mahdi Jalili",10.1145/3805712,10.1145/3805712.3809965,https://doi.org/10.1145/3805712.3809965
380,Method,Retrieval-Augmented Contrastive Learning for Knowledge Tracing,"Kamal Berahmand, Mehrnoush Mohammadi, Homa Babai, Hassan Khosravi",10.1145/3805712,10.1145/3805712.3809966,https://doi.org/10.1145/3805712.3809966
381,Method,Revisiting the Role of Learned Attention Weighting in SASRec,"Keito Kozaki, Keigo Sakurai, Ren Togo, Takahiro Ogawa, Miki Haseyama",10.1145/3805712,10.1145/3805712.3809967,https://doi.org/10.1145/3805712.3809967
382,Method,RQ-GMM: Residual Quantized Gaussian Mixture Model for Multimodal Semantic Discretization in CTR Prediction,"Ziye Tong, Jiahao Liu, Weimin Zhang, Hongji Ruan, Derick Tang, Zhanpeng Zeng, Qinsong Zeng, Peng Zhang, Tun Lu, Ning Gu",10.1145/3805712,10.1145/3805712.3809968,https://doi.org/10.1145/3805712.3809968
383,Method,SAGE: Solver-Aligned Guided Exploration,"Nikita Sorokin, Ivan Sedykh, Timur Ionov, Valentin Malykh",10.1145/3805712,10.1145/3805712.3809969,https://doi.org/10.1145/3805712.3809969
384,Method,"Same Image, Different Meanings: Toward Retrieval of Context-Dependent Meanings","Ayuto Tsutsumi, Ryosuke Kohita",10.1145/3805712,10.1145/3805712.3809970,https://doi.org/10.1145/3805712.3809970
385,Method,Scalable K-Means Guided Partitioning for Block-based Sparse Document Retrieval,"Parker Carlson, Sammy Lesner, Antonio Mallia, Tao Yang",10.1145/3805712,10.1145/3805712.3809971,https://doi.org/10.1145/3805712.3809971
386,Method,Selective Distillation for Continual Named Entity Recognition with Memory Replay,"Weihua Wang, Yue Cao, Feilong Bao",10.1145/3805712,10.1145/3805712.3809972,https://doi.org/10.1145/3805712.3809972
387,Method,Simulating the Lateral Reader for News Trustworthiness Reports with an Iterative Multi-Agent RAG System,"Dake Zhang, Mark D. Smucker",10.1145/3805712,10.1145/3805712.3809973,https://doi.org/10.1145/3805712.3809973
388,Method,SocialDropout: Dynamic Agent Dropout for Social Simulation,"Huajie Wang, Geng Tu, Xi Zeng, Ruifeng Xu, Min Zhang",10.1145/3805712,10.1145/3805712.3809974,https://doi.org/10.1145/3805712.3809974
389,Method,Sparse Contrastive Learning for Content-Based Cold Item Recommendation,"Gregor Meehan, Johan Pauwels",10.1145/3805712,10.1145/3805712.3809975,https://doi.org/10.1145/3805712.3809975
390,Method,Sparton: Fast and Memory-Efficient Triton Kernel for Learned Sparse Retrieval,"Thong Nguyen, Cosimo Rulli, Franco Maria Nardini, Rossano Venturini, Andrew Yates",10.1145/3805712,10.1145/3805712.3809976,https://doi.org/10.1145/3805712.3809976
391,Method,Structural and Disentangled Adaptation of Large Vision Language Models for Multimodal Recommendation,"Zhongtao Rao, Peilin Zhou, Dading Chong, Zhiwei Chen, Shoujin Wang, Nan Tang",10.1145/3805712,10.1145/3805712.3809977,https://doi.org/10.1145/3805712.3809977
392,Method,Task-Adaptive Retrieval over Agentic Multi-Modal Web Histories via Learned Graph Memory,"Saman Forouzandeh, Kamal Berahmand, Mahdi Jalili",10.1145/3805712,10.1145/3805712.3809978,https://doi.org/10.1145/3805712.3809978
393,Method,Teaching Small Models When Not to Call Functions: Structured Reasoning for Tool Refusal in Low-Resource Languages,"Dung Pham Tuan Vo, Thai Trung Tran, Tushar Semwal",10.1145/3805712,10.1145/3805712.3809979,https://doi.org/10.1145/3805712.3809979
394,Method,The Matryoshka Hypencoder,"Majd Alkawaas, Sean MacAvaney",10.1145/3805712,10.1145/3805712.3809980,https://doi.org/10.1145/3805712.3809980
395,Method,Too Many Questions: Deriving Concise and Effective Nugget Banks,"Laura Dietz, Naghmeh Farzi, Eugene Yang, Dawn Lawrie",10.1145/3805712,10.1145/3805712.3809981,https://doi.org/10.1145/3805712.3809981
396,Method,Towards Unified Affective Reasoning via In-Context Reinforcement Learning,"Feng Xiong, Jun Wang, Ruifeng Xu",10.1145/3805712,10.1145/3805712.3809982,https://doi.org/10.1145/3805712.3809982
397,Method,Understanding DNNs in Feature Interaction Models: A Dimensional Collapse Perspective,"Jiancheng Wang, Mingjia Yin, Hao Wang, Enhong Chen",10.1145/3805712,10.1145/3805712.3809983,https://doi.org/10.1145/3805712.3809983
398,Method,Who Is Shopping With You? How Persona Design Shapes Cognitive and Social Engagement in AI Shopping Agents,"Hyungwoo Song, Kyusik Kim, Hyeonseok Jeon, Minjeong Shin, Bongwon Suh",10.1145/3805712,10.1145/3805712.3809984,https://doi.org/10.1145/3805712.3809984
399,Method,Why Knowledge Distillation Fails to Scale in Neural Retrieval,"Shu Zhou, Rui Ling, Junan Chen, Tao Fan, Hao Wang",10.1145/3805712,10.1145/3805712.3809985,https://doi.org/10.1145/3805712.3809985
400,Method,Cross-Domain Preference Transfer for Promoting Engagement with Built-in Chatbots,"Tianyu Wu, Guanyu Jiang, Hongwei Zheng, Haoming Li, Yongchun Zhu, Jingwu Chen, Feng Zhang",10.1145/3805712,10.1145/3805712.3808422,https://doi.org/10.1145/3805712.3808422
401,Method,Reasoning-Grounded Intent Injection for Generative Recommendation,"Xusong Chen, Peini Guo, Fang Liu, Yu Zhao, Yiyang Hu, Mengqin Que, Peng Li, Haoran Wang, Zhiwei Fang, Wenlong Chen, Changping Peng, Ching Law",10.1145/3805712,10.1145/3805712.3808423,https://doi.org/10.1145/3805712.3808423
402,Method,AIPO: Adaptive Anchored Intent-aware Policy Optimization for Generative Recommendation,"Kun Yao, Congcong Liu, Ziheng Ni, Cai Shang, Wenlong Chen, Changping Peng, Ching Law",10.1145/3805712,10.1145/3805712.3808424,https://doi.org/10.1145/3805712.3808424
403,Method,Cross-Category Basket Recommendation via Transactional Debiasing and Graph Propagation,Serhat Mirkan Acar,10.1145/3805712,10.1145/3805712.3808425,https://doi.org/10.1145/3805712.3808425
404,Method,CMSL: Constructive Multi-Sequence Learning for Recommendation Systems,"Zikun Cui, Renzhi Wu, Junjie Yang, Li Sheng, Jijie Wei, Linfeng Liu, Tai Guo, Tao Jia, Xiaodong Wang, Hong Li, Li Yu, Sri Reddy, Hong Yan",10.1145/3805712,10.1145/3805712.3808426,https://doi.org/10.1145/3805712.3808426
405,Method,Learning to Forget: Satiation-Aware Long-Sequence Transducers for Mitigating Post-Purchase Redundancy,"Yipin Dai, Ruocong Tang, Xing Fang, Yang Huang, Jing Wang, Zhentao Song, He Guo",10.1145/3805712,10.1145/3805712.3808427,https://doi.org/10.1145/3805712.3808427
406,Method,Variance Reduction for Heavy-Tailed Monetization Metrics in Ranking Experiments via Post-Stratification,"Neeti Pokharna, Olivier Jeunen, Yatharth Saraf, Aleksei Ustimenko",10.1145/3805712,10.1145/3805712.3808428,https://doi.org/10.1145/3805712.3808428
407,Method,JARVIS: An Evidence-Grounded Retrieval System for Interpretable Deceptive Reviews Adjudication,"Nan Lu, Leyang Li, Yurong Hu, Rui Lin, Shaoyi Xu",10.1145/3805712,10.1145/3805712.3808429,https://doi.org/10.1145/3805712.3808429
408,Method,A General Framework for Multimodal LLM-Based Multimedia Understanding in Large-Scale Recommendation Systems,"Yiming Zhu, Xu Liu, Ziyun Xu, Zheng Wu, Joena Zhang, Sirius Chen, Chenheli Hua, Silvester Yao, Qichao Que, Wentao Shi, Junfeng Pan, Linhong Zhu",10.1145/3805712,10.1145/3805712.3808431,https://doi.org/10.1145/3805712.3808431
409,Method,NBA-Net: Next-Behavior-Aware Network for Intent Recommendation,"Haoxin Shen, Peng Ying, Wanjie Tao, Jie Liang, Quan Lu, Ning Jiang",10.1145/3805712,10.1145/3805712.3808432,https://doi.org/10.1145/3805712.3808432
410,Method,What's in a Name? Product Normalization for Enterprise RAG at NetApp,Grant Glass,10.1145/3805712,10.1145/3805712.3808433,https://doi.org/10.1145/3805712.3808433
411,Method,MMRM: A Multiplex Multimodal Representation Model for Product Ranking in E-commerce Search,"Zhen-Lin Chen, Maosen Sheng, Peng Lin, Jianmin Chen, Zhuojian Xiao, Dongyue Wang, Xiwei Zhao",10.1145/3805712,10.1145/3805712.3808434,https://doi.org/10.1145/3805712.3808434
412,Method,When Search Is Not Enough: Ranking Content for Query-Less Browse Surfaces,"Shreya Mahapatra, Diksha Bhardwaj, Anandita Chopra, Tracy Holloway King",10.1145/3805712,10.1145/3805712.3808435,https://doi.org/10.1145/3805712.3808435
413,Method,SID-Coord: Coordinating Semantic IDs for ID-based Ranking in Short-Video Search,"Guowen Li, Yuepeng Zhang, Shunyu Zhang, Yi Zhang, Xiaoze Jiang, Yi Wang, Jingwei Zhuo",10.1145/3805712,10.1145/3805712.3808436,https://doi.org/10.1145/3805712.3808436
414,Method,GenRec: A Preference-Oriented Generative Framework for Large-Scale Recommendation,"Yanyan Zou, Junbo Qi, Lunsong Huang, Yu Li, Kewei Xu, Jiahao Gao, Binglei Zhao, Xuanhua Yang, Sulong Xu, Shengjie Li",10.1145/3805712,10.1145/3805712.3808437,https://doi.org/10.1145/3805712.3808437
415,Method,SECRET: SEarch query Classification with label RETrieval,"Anna Tigunova, Ghadir Eraisha, Ahmed Ragab",10.1145/3805712,10.1145/3805712.3808438,https://doi.org/10.1145/3805712.3808438
416,Method,Learning to Trust: Dynamic Utilization of Retrieval-Augmented Generation for E-commerce Search Relevance,"Tingqiao Xu, Shaowei Yao, Chenhe Dong, Yiming Jin, Zerui Huang, Dan Ou, Haihong Tang, Bo Zheng",10.1145/3805712,10.1145/3805712.3808439,https://doi.org/10.1145/3805712.3808439
417,Method,Enhancing Multi-Valued Treatment Uplift Modeling with Knowledge Sharing and RCT Data,"Jiaxiang Liu, Luo He, Zhenghao Zeng, Deqiang Kong, Funan Mu, Jiaming Zhang, Zilong Lu, Peng Jiang, Hongyan Liu",10.1145/3805712,10.1145/3805712.3808440,https://doi.org/10.1145/3805712.3808440
418,Method,Negative Data Mining for Contrastive Learning in Dense Retrieval at IKEA.com,"Eva Agapaki, Amritpal Singh Gill",10.1145/3805712,10.1145/3805712.3808441,https://doi.org/10.1145/3805712.3808441
419,Method,Policy-Grounded Dynamic Facet Suggestions for Job Search,"Dan Xu, Baofen Zheng, Qianqi Shen, Jianqiang Shen, Wenqiong Liu, Chunnan Yao, Ping Liu, Rajat Arora, Kevin Kao, Hsiang Lin, Wanjun Jiang, Yusuke Takebuchi, Jingwei Wu, Wenjing Zhang",10.1145/3805712,10.1145/3805712.3808443,https://doi.org/10.1145/3805712.3808443
420,Method,STAR: Staged Training with Aligned Reinforcement Learning and Multi-Faceted Distillation for Interpretable E-commerce Relevance,"Chenxu Wang, Jianzhi Shao, Chi Zhang, Tao Zhang",10.1145/3805712,10.1145/3805712.3808444,https://doi.org/10.1145/3805712.3808444
421,Method,What Gets Cited: Competitive GEO in AI Answer Engines,"Rahul Vishwakarma, Shushant Kumar, Ratnesh Jamidar",10.1145/3805712,10.1145/3805712.3808445,https://doi.org/10.1145/3805712.3808445
422,Method,From Queries to Playlists: An LLM-Driven Architecture for Semantic Music Search at Scale,"Rinat Mullakhmetov, Fedor Buzaev, Roman Bogachev, Ilya Sedunov, Oleg Pavlovich, Kamil Mazitov, Vladimir Kravtsov, Elena Tutubalina, Daria Pugacheva, Ivan Sukharev",10.1145/3805712,10.1145/3805712.3808446,https://doi.org/10.1145/3805712.3808446
423,Method,A Cost-Efficient AI Copilot for High-Volume E-commerce Customer Support,"Aditya Jindal, Midthur Ayeshasiddiqa, Adhish Prasoon",10.1145/3805712,10.1145/3805712.3808447,https://doi.org/10.1145/3805712.3808447
424,Method,Generative Enhanced Modeling: A Collaborative Framework for Enhancing User Representations via Semantic ID,"Li Li, Wei Xu, Yu Cheng, Jianbin Lin, Can Ye",10.1145/3805712,10.1145/3805712.3808448,https://doi.org/10.1145/3805712.3808448
425,Method,Fast and Feasible: Permutation-based Constrained Reranking for Revenue Maximization,"Svetlana Shirokovskikh, Anastasiia Soboleva, Ekaterina Solodneva, Aleksandr Katrutsa, Roman Loginov, Egor Samosvat",10.1145/3805712,10.1145/3805712.3808449,https://doi.org/10.1145/3805712.3808449
426,Method,Efficient LLM Adaptation for Opinion Knowledge Graph Construction: Lessons from the Telecom Industry,"Nai-Chi Yang, Yu-Ming Hsieh, Wei-Yun Ma, Kuo-Wei Chang",10.1145/3805712,10.1145/3805712.3808450,https://doi.org/10.1145/3805712.3808450
427,Method,GenFacet: End-to-End Generative Faceted Search via Multi-Task Preference Alignment in E-Commerce,"Zhouwei Zhai, Min Yang, Jin Li",10.1145/3805712,10.1145/3805712.3808451,https://doi.org/10.1145/3805712.3808451
428,Method,How Trendyol Enables Trustworthy A/B Testing at E-Commerce Scale Through Integrated Statistical Methodologies,"Serhat Mirkan Acar, Damla Hızlı Sert, Kaya Tatar",10.1145/3805712,10.1145/3805712.3808452,https://doi.org/10.1145/3805712.3808452
429,Method,Precision at Scale: An End-to-End Graph-based Framework for Mitigating Network Interference in TikTok A/B Tests,"Yuhan Li, Jiayun Ni, Ao Li, Yue Wang, Seng You Paul Chee, Yongmin Hu, Runze Yu",10.1145/3805712,10.1145/3805712.3808453,https://doi.org/10.1145/3805712.3808453
430,Method,Bridging the Gap: An End-to-End Framework for Decoupled Alignment in Dynamic Semantic ID Generation,"Yu Cheng, Wei Xu, Li Li, Jianbin Lin, Can Ye",10.1145/3805712,10.1145/3805712.3808454,https://doi.org/10.1145/3805712.3808454
431,Method,jina-embeddings-v5-text: Compact and Robust Text Embedding Models using Task-Targeted Distillation,"Mohammad Kalim Akram, Saba Sturua, Nastia Havriushenko, Quentin Herreros, Michael Günther, Maximilian Werk, Han Xiao",10.1145/3805712,10.1145/3805712.3808455,https://doi.org/10.1145/3805712.3808455
432,Method,LiBRA: Enhancing Live-streaming Recommendation with Bigraph-based Capacity-aware Ranking Approach,"Youran Zhang, Xiaotong Guo, Jiayi Lu, Runze Yu, Zhuang Cai, Qinglei Wang",10.1145/3805712,10.1145/3805712.3808456,https://doi.org/10.1145/3805712.3808456
433,Method,RAG-Enhanced Large Language Models for Dynamic Content Expiration Prediction in Web Search,"Tingyu Chen, Wenkai Zhang, Li Gao, Lixin Su, Ge Chen, Dawei Yin, Daiting Shi",10.1145/3805712,10.1145/3805712.3808457,https://doi.org/10.1145/3805712.3808457
434,Method,A Cascaded Generative Approach for e-Commerce Recommendations,"Moein Hasani, Hamidreza Shahidi, Trace Levinson, Yuan Zhong, Guanghua Shu, Vinesh Gudla, Tejaswi Tenneti",10.1145/3805712,10.1145/3805712.3808458,https://doi.org/10.1145/3805712.3808458
435,Method,Probe-then-Plan: Environment-Aware Planning for Industrial E-commerce Search,"Mengxiang Chen, Zhouwei Zhai, Jin Li",10.1145/3805712,10.1145/3805712.3808459,https://doi.org/10.1145/3805712.3808459
436,Method,Scaling Search Relevance: Augmenting App Store Ranking with LLM-Generated Judgments,"Evangelia Christakopoulou, Vivekkumar Patel, Hemanth Velaga, Sandip Gaikwad",10.1145/3805712,10.1145/3805712.3808460,https://doi.org/10.1145/3805712.3808460
437,Method,M²GR: Generative User Interest Modeling via Multi-Granularity Multi-Objective CoT for Industrial Recommendation,"Yuqi Zhang, Jingwen Shi, Wen Shi, Jia Li, Zhen Chen, Jing Zhou, Dongyue Wang, Xiwei Zhao, Sulong Xu",10.1145/3805712,10.1145/3805712.3808461,https://doi.org/10.1145/3805712.3808461
438,Method,SAER: Scalable Assessment of E-commerce Recommendations using Large Language Models,"Xiang Liu, Manoj Srivatsav Regulagedda, Sapan Patel, Walter Wong",10.1145/3805712,10.1145/3805712.3808462,https://doi.org/10.1145/3805712.3808462
439,Method,Localization Boosting for Growth Markets: Mitigating Cross-Locale Behavioral Bias in Learning-to-Rank,"Suryaa Veerabathiran Seran, Ashwin Naresh Kumar, Tracy Holloway King, Jing Zheng",10.1145/3805712,10.1145/3805712.3808463,https://doi.org/10.1145/3805712.3808463
440,Method,Improving Dating Outcomes by Predicting for Conversations at Hinge,"Frankie Lu, Dan Turkel, Sihan Chen, Behrooz Afghahi",10.1145/3805712,10.1145/3805712.3808464,https://doi.org/10.1145/3805712.3808464
441,Method,SOLARIS:Speculative Offloading of Latent-bAsed Representation for Inference Scaling,"Zikun Liu, Liang Luo, Qianru Li, Zhengyu Zhang, Wei Ling, Jingyi Shen, Zeliang Chen, Yaning Huang, Jingxian Huang, Abdallah Aboelela, Chonglin Sun, Feifan Gu, Fenggang Wu, Hang Qu, Huayu Li, Jill Pan, Kaidi Pei, Laming Chen, Longhao Jin, Qin Huang, Tongyi Tang, Varna Puvvada, Wenlin Chen, Xiaohan Wei, Xu Cao, Yantao Yao, Yuan Jin, Yunchen Pu, Yuxin Chen, Zijian Shen, Zhengkai Zhang, Dong Liang, Ellie Wen",10.1145/3805712,10.1145/3805712.3808465,https://doi.org/10.1145/3805712.3808465
442,Method,"SkillForge: Forging Domain-Specific, Self-Evolving Agent Skills in Cloud Technical Support","Xingyan Liu, Xiyue Luo, Linyu Li, Ganghong Huang, Jianfeng Liu, Honglin Qiao",10.1145/3805712,10.1145/3805712.3808466,https://doi.org/10.1145/3805712.3808466
443,Method,Don't Contrast the Impossible: Region-Constrained Batching for Contrastive User Modeling on a Local Community Platform,"Seungho Han, Byeongchang Kim, Jin Yu",10.1145/3805712,10.1145/3805712.3808467,https://doi.org/10.1145/3805712.3808467
444,Method,TRACE: Term-level Reasoning And Chain-of-thought Enhanced distillation for E-commerce Multi-modal Relevance Learning,"Chenxu Wang, Chi Zhang, Fangyi Liang, Jianzhi Shao, Manyi Wang, Tao Zhang",10.1145/3805712,10.1145/3805712.3808468,https://doi.org/10.1145/3805712.3808468
445,Method,Request-Only Optimization for Recommendation Systems,"Liang Guo, Wei Li, Lucy Liao, Huihui Cheng, Rui Zhang, Yu Shi, Yueming Wang, Yanzun Huang, Keke Zhai, Pengchao Wang, Timothy Shi, Xuan Cao, Shengzhi Wang, Renqin Cai, Zhaojie Gong, Omkar Vichare, Rui Jian, Leon Gao, Shiyan Deng, Xingyu Liu, Xiong Zhang, Fu Li, Wenlei Xie, Bin Wen, Rui Li, Lu Fang, Xing Liu, Jiaqi Zhai",10.1145/3805712,10.1145/3805712.3808469,https://doi.org/10.1145/3805712.3808469
446,Method,Beyond Semantic Similarity: Explicit Intent Modeling for Query–Product Matching,"Amanuel Alambo, Sathappan Muthiah, Diego Sierra, Zhenzhong Zhang, Atiq Islam, Alex Cozzi",10.1145/3805712,10.1145/3805712.3808500,https://doi.org/10.1145/3805712.3808500
447,Method,From Unstructured to Structured: LLM-Guided Attribute Graphs for Entity Search and Ranking,"Yilun Zhu, Nikhita Vedula, Shervin Malmasi",10.1145/3805712,10.1145/3805712.3808501,https://doi.org/10.1145/3805712.3808501
448,Method,Agentic Query Reformulation for Contextualized Hyper-Personalized Product Search,"Raghav Gaggar, Sean D Rosario, Daniel Varivoda, Shahriar Golchin, Jayant Sachdev, Ali Lafzi, Siddharth Singh, Jason Cho, Yog Domlur, Swati Kirti, Chittaranjan Tripathy",10.1145/3805712,10.1145/3805712.3808502,https://doi.org/10.1145/3805712.3808502
449,Method,Beyond Item IDs: Scaling Short-Form-Video Recommendation via Semantic-Native Long Sequence Modeling,"Ruixiao Sun, Diego Uribe Mora, Zhimeng Jiang, Yuanzhen Lin, Jiarui Wang, Yuening Li, Danfeng Guo, Zhizhong Chen, Chuan He, Liang Liu",10.1145/3805712,10.1145/3805712.3808503,https://doi.org/10.1145/3805712.3808503
450,Method,CASE: Cadence-Aware Set Encoding for Large-Scale Next Basket Repurchase Recommendation,"Yanan Cao, Ashish Ranjan, Sinduja Subramaniam, Evren Korpeoglu, Kaushiki Nag, Kannan Achan",10.1145/3805712,10.1145/3805712.3808504,https://doi.org/10.1145/3805712.3808504
451,Method,Meituan Merchant Business Diagnosis via Policy-Guided Dual-Process User Simulation,"Ziyang Chen, Renbing Chen, Daowei Li, Jinzhi Liao, Jiashen Sun, Ke Zeng, Xiang Zhao",10.1145/3805712,10.1145/3805712.3808505,https://doi.org/10.1145/3805712.3808505
452,Method,Scalable Multi-vector Retrieval for Policy Enforcement on E-commerce Marketplaces,"Akshit Sarpal, Srinivas Kotamraju, Raviteja Uppalapati",10.1145/3805712,10.1145/3805712.3808506,https://doi.org/10.1145/3805712.3808506
453,Method,Pin-SCALE: Semantic Cascading and Alignment Learning for Engagement-Aware IDs in Cold-Start Recommendations,"Jiaxing Qu, Junpeng Hou, Yijie Ding, Jaewon Yang, Olafur Gudmundsson, Sai Xiao, Huizhong Duan",10.1145/3805712,10.1145/3805712.3808507,https://doi.org/10.1145/3805712.3808507
454,Method,CSMAD: Hallucination Detection via Multi-Agent Debate with NLI-Verified Contradictory Statements,"Swapnil Gupta, Akshay Verma, Khushi Gupta, Prateek Sircar, Deepak Gupta",10.1145/3805712,10.1145/3805712.3808508,https://doi.org/10.1145/3805712.3808508
455,Method,KARMA: Knowledge-Action Regularized Multimodal Alignment for Personalized Search at Taobao,"Zhi Sun, Wenming Zhang, Yi Wei, Liren Yu, Zhixuan Zhang, Dan Ou, Haihong Tang",10.1145/3805712,10.1145/3805712.3808509,https://doi.org/10.1145/3805712.3808509
456,Method,"Stop Using the Wilcoxon Test: Myth, Misconception and Misuse in IR Research",Julián Urbano,10.1145/3805712,10.1145/3805712.3808540,https://doi.org/10.1145/3805712.3808540
457,Method,"Towards a General Intelligent Information Agent: Framework, Models, and Evaluation",Chengxiang Zhai,10.1145/3805712,10.1145/3805712.3808543,https://doi.org/10.1145/3805712.3808543
458,Method,LLM-Oriented Information Retrieval: A Denoising-First Perspective,"Lu Dai, Liang Sun, Fanpu Cao, Ziyang Rao, Cehao Yang, Hao Liu, Hui Xiong",10.1145/3805712,10.1145/3805712.3808544,https://doi.org/10.1145/3805712.3808544
459,Method,Deletion Isn't Enough: Auditing RAG for Selective Forgetting,"Leila Tavakoli, Mark Sanderson",10.1145/3805712,10.1145/3805712.3808545,https://doi.org/10.1145/3805712.3808545
460,Method,Towards Inclusive Retrieval-Augmented Generation: Challenges and Opportunities for Cognitively Impaired Users,"Claire Rogers, Asmaa Z. A. M. Alqadri, Fiona A. Beaton, Yashar Moshfeghi",10.1145/3805712,10.1145/3805712.3808546,https://doi.org/10.1145/3805712.3808546
461,Method,Privacy Preserving Information Retrieval: Defining Privacy Research Pillars for a Future Research Agenda,"Francesco Luigi De Faveri, Guglielmo Faggioli, Asia J. Biega, Nicola Ferro",10.1145/3805712,10.1145/3805712.3808547,https://doi.org/10.1145/3805712.3808547
462,Method,Pay Attention to Sequence Split: Uncovering the Impacts of Sub-Sequence Splitting on Sequential Recommendation Models,"Yizhou Dang, Yifan Wu, Minhan Huang, Chuang Zhao, Lianbo Ma, Guibing Guo, Xingwei Wang, Zhu Sun",10.1145/3805712,10.1145/3805712.3808548,https://doi.org/10.1145/3805712.3808548
463,Method,Hypencoder Revisited: Reproducibility and Analysis of Non-Linear Scoring for First-Stage Retrieval,"Arne Eichholtz, Yongkang Li, Jutte Vijverberg, Tobias Groot, Mohammad Aliannejadi",10.1145/3805712,10.1145/3805712.3808549,https://doi.org/10.1145/3805712.3808549
